"participant_id","study_condition","gender","age","cue","valence","response","response_position","response_level","timestamp","time_diff_sec"
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Diagnostic","6","Richtig",1,1,2025-11-24 08:16:27.162,0
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Diagnostic","7","Fortschritt",2,1,2025-11-24 08:16:35.087,7.92499995231628
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Diagnostic","5","Zukunft",3,1,2025-11-24 08:16:38.866,11.7039999961853
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Diagnostic","6","Zusammenspiel",4,1,2025-11-24 08:16:46.704,19.5420000553131
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Diagnostic","7","Verbesserung",5,1,2025-11-24 08:16:54.584,27.422000169754
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Richtig",NA,"Moralisch",1,2,2025-11-24 08:17:28.772,61.6100001335144
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Richtig",NA,"Bessere Überlebenschancen",2,2,2025-11-24 08:17:43.2,76.0380001068115
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Richtig",NA,"Früherkennung",3,2,2025-11-24 08:17:46.542,79.3800001144409
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Richtig",NA,"Gleichheit",4,2,2025-11-24 08:17:52.758,85.595999956131
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Richtig",NA,"Niveau Steigerung",5,2,2025-11-24 08:18:02.481,95.319000005722
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Fortschritt",NA,"Vorreiter",1,2,2025-11-24 08:18:09.888,102.726000070572
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Fortschritt",NA,"Zukunft",2,2,2025-11-24 08:18:36.167,129.005000114441
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Fortschritt",NA,"Notwendig",3,2,2025-11-24 08:18:46.623,139.460999965668
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Fortschritt",NA,"Fortschreitend",4,2,2025-11-24 08:18:53.192,146.02999997139
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Fortschritt",NA,"Unaufhaltsam",5,2,2025-11-24 08:19:02.335,155.173000097275
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Zukunft",NA,"Planbar",1,2,2025-11-24 08:19:11.294,164.131999969482
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Zukunft",NA,"Flexibel",2,2,2025-11-24 08:19:35.832,188.670000076294
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Zukunft",NA,"Verbesserung",3,2,2025-11-24 08:19:42.544,195.381999969482
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Zukunft",NA,"Robotik",4,2,2025-11-24 08:19:50.948,203.786000013351
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Zukunft",NA,"Künstliche Intelligenz",5,2,2025-11-24 08:20:04.452,217.289999961853
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Zusammenspiel",NA,"Mensch und KI",1,2,2025-11-24 08:20:14.792,227.630000114441
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Zusammenspiel",NA,"Erfahrung und Fortschritt",2,2,2025-11-24 08:20:25.895,238.733000040054
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Zusammenspiel",NA,"Aufgabenteilung",3,2,2025-11-24 08:20:37.703,250.541000127792
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Zusammenspiel",NA,"Aufsicht",4,2,2025-11-24 08:20:39.304,252.141999959946
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Zusammenspiel",NA,"Entscheidungsfindung",5,2,2025-11-24 08:20:47.217,260.055000066757
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Verbesserung",NA,"Lebenserwartung",1,2,2025-11-24 08:21:00.799,273.637000083923
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Verbesserung",NA,"Gesundheit",2,2,2025-11-24 08:21:14.92,287.758000135422
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Verbesserung",NA,"Erfahrung",3,2,2025-11-24 08:21:16.888,289.726000070572
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Verbesserung",NA,"Ernährung",4,2,2025-11-24 08:21:19.44,292.278000116348
"6914df322c0ecd3bdadf7251","Diagnostic","male",33,"Verbesserung",NA,"Sport",5,2,2025-11-24 08:21:23.879,296.717000007629
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Diagnostic","5","Labor",1,1,2025-11-24 08:21:17.228,0
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Diagnostic","5","Bildschirm",2,1,2025-11-24 08:21:29.604,12.3760001659393
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Diagnostic","5","Arzt",3,1,2025-11-24 08:21:35.664,18.4360001087189
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Diagnostic","4","Patient",4,1,2025-11-24 08:21:49.509,32.2810001373291
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Diagnostic","4","Tastatur",5,1,2025-11-24 08:22:07.479,50.2510001659393
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Labor",NA,"Blutprobe",1,2,2025-11-24 08:22:58.556,101.328000068665
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Labor",NA,"Analyse",2,2,2025-11-24 08:23:02.592,105.364000082016
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Labor",NA,"Befund",3,2,2025-11-24 08:23:18.395,121.167000055313
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Labor",NA,"Krankheit",4,2,2025-11-24 08:23:22.46,125.232000112534
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Labor",NA,"Datenverarbeitung",5,2,2025-11-24 08:23:46.716,149.488000154495
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Bildschirm",NA,"Überprüfung",1,2,2025-11-24 08:24:07.792,170.5640001297
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Bildschirm",NA,"Schnittstelle",2,2,2025-11-24 08:24:10.964,173.736000061035
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Bildschirm",NA,"Arzt",3,2,2025-11-24 08:24:18.269,181.041000127792
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Bildschirm",NA,"Anzeige",4,2,2025-11-24 08:24:39.99,202.762000083923
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Bildschirm",NA,"Interpretation",5,2,2025-11-24 08:24:52.463,215.235000133514
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Arzt",NA,"Entscheidung",1,2,2025-11-24 08:25:24.684,247.456000089645
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Arzt",NA,"Krankenhaus",2,2,2025-11-24 08:25:55.832,278.604000091553
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Arzt",NA,"Praxis",3,2,2025-11-24 08:25:59.064,281.835999965668
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Arzt",NA,"Bericht",4,2,2025-11-24 08:26:18.91,301.682000160217
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Arzt",NA,"Behandlung",5,2,2025-11-24 08:26:23.313,306.085000038147
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Patient",NA,"Unfall",1,2,2025-11-24 08:26:37.001,319.773000001907
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Patient",NA,"Sorge",2,2,2025-11-24 08:26:39.326,322.098000049591
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Patient",NA,"Schmerz",3,2,2025-11-24 08:26:52.099,334.871000051498
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Patient",NA,"Vertrauen",4,2,2025-11-24 08:26:57.394,340.166000127792
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Patient",NA,"Krankheit",5,2,2025-11-24 08:27:24.088,366.860000133514
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Tastatur",NA,"Eingabe",1,2,2025-11-24 08:27:33.621,376.393000125885
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Tastatur",NA,"Programm",2,2,2025-11-24 08:27:57.577,400.348999977112
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Tastatur",NA,"Parameter",3,2,2025-11-24 08:28:05.062,407.834000110626
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Tastatur",NA,"Kommunikation",4,2,2025-11-24 08:28:19.702,422.473999977112
"6915bc1300f2b6fe6ba76e5c","Diagnostic","female",41,"Tastatur",NA,"Befehl",5,2,2025-11-24 08:28:30.128,432.900000095367
"672dc833e51f3daa46245836","Diagnostic","male",35,"Diagnostic","1","Gefährlich",1,1,2025-11-24 08:19:29.081,0
"672dc833e51f3daa46245836","Diagnostic","male",35,"Diagnostic","6","Fortschrittlich",2,1,2025-11-24 08:20:19.837,50.7559998035431
"672dc833e51f3daa46245836","Diagnostic","male",35,"Diagnostic","2","Moralische Bedenken",3,1,2025-11-24 08:20:51.737,82.6559998989105
"672dc833e51f3daa46245836","Diagnostic","male",35,"Diagnostic","1","Falschdiagnose",4,1,2025-11-24 08:21:04.661,95.5799999237061
"672dc833e51f3daa46245836","Diagnostic","male",35,"Diagnostic","4","Zukunft",5,1,2025-11-24 08:21:22.706,113.625
"672dc833e51f3daa46245836","Diagnostic","male",35,"Gefährlich",NA,"Falsche Diagnosen",1,2,2025-11-24 08:22:31.781,182.699999809265
"672dc833e51f3daa46245836","Diagnostic","male",35,"Gefährlich",NA,"Arzt wird unbrauchbar",2,2,2025-11-24 08:23:14.901,225.819999933243
"672dc833e51f3daa46245836","Diagnostic","male",35,"Gefährlich",NA,"Fehlende Empathie",3,2,2025-11-24 08:23:31.427,242.345999956131
"672dc833e51f3daa46245836","Diagnostic","male",35,"Gefährlich",NA,"Zu Objektiv",4,2,2025-11-24 08:24:27.963,298.881999969482
"672dc833e51f3daa46245836","Diagnostic","male",35,"Gefährlich",NA,"ohne Gewissen",5,2,2025-11-24 08:25:22.675,353.593999862671
"672dc833e51f3daa46245836","Diagnostic","male",35,"Fortschrittlich",NA,"Zeitsparend",1,2,2025-11-24 08:25:39.553,370.471999883652
"672dc833e51f3daa46245836","Diagnostic","male",35,"Fortschrittlich",NA,"Finanziell lukrativer",2,2,2025-11-24 08:26:13.026,403.944999933243
"672dc833e51f3daa46245836","Diagnostic","male",35,"Fortschrittlich",NA,"Ohne menschliches Versagen",3,2,2025-11-24 08:26:22.359,413.27799987793
"672dc833e51f3daa46245836","Diagnostic","male",35,"Fortschrittlich",NA,"Große Datenabrufbarkeit",4,2,2025-11-24 08:26:58.063,448.981999874115
"672dc833e51f3daa46245836","Diagnostic","male",35,"Fortschrittlich",NA,"Fehler vermeiden",5,2,2025-11-24 08:27:36.129,487.047999858856
"672dc833e51f3daa46245836","Diagnostic","male",35,"Moralische Bedenken",NA,"Falsche Entscheidungen",1,2,2025-11-24 08:27:46.338,497.256999969482
"672dc833e51f3daa46245836","Diagnostic","male",35,"Moralische Bedenken",NA,"Moralisch fragwürdige Entscheidungen",2,2,2025-11-24 08:28:09.285,520.203999996185
"672dc833e51f3daa46245836","Diagnostic","male",35,"Moralische Bedenken",NA,"Ohne Menschenbezug",3,2,2025-11-24 08:28:24.732,535.651000022888
"672dc833e51f3daa46245836","Diagnostic","male",35,"Moralische Bedenken",NA,"Rein Objektiv",4,2,2025-11-24 08:28:35.187,546.105999946594
"672dc833e51f3daa46245836","Diagnostic","male",35,"Moralische Bedenken",NA,"Falschdiagnosen",5,2,2025-11-24 08:28:45.729,556.648000001907
"672dc833e51f3daa46245836","Diagnostic","male",35,"Falschdiagnose",NA,"Mangelnde Erfahrung",1,2,2025-11-24 08:29:05.84,576.758999824524
"672dc833e51f3daa46245836","Diagnostic","male",35,"Falschdiagnose",NA,"Rein Informationsbasiert",2,2,2025-11-24 08:29:25.314,596.232999801636
"672dc833e51f3daa46245836","Diagnostic","male",35,"Falschdiagnose",NA,"Keine Subjektive Sicht",3,2,2025-11-24 08:29:45.995,616.913999795914
"672dc833e51f3daa46245836","Diagnostic","male",35,"Falschdiagnose",NA,"Folgen nicht vorhersehbar",4,2,2025-11-24 08:30:28.061,658.980000019073
"672dc833e51f3daa46245836","Diagnostic","male",35,"Falschdiagnose",NA,"Fehlendes Fachwissen",5,2,2025-11-24 08:31:28.375,719.293999910355
"672dc833e51f3daa46245836","Diagnostic","male",35,"Zukunft",NA,"Wird ""normal"" werden",1,2,2025-11-24 08:32:07.597,758.515999794006
"672dc833e51f3daa46245836","Diagnostic","male",35,"Zukunft",NA,"Immer häufigeres Verfahren",2,2,2025-11-24 08:33:10.773,821.691999912262
"672dc833e51f3daa46245836","Diagnostic","male",35,"Zukunft",NA,"Unaufhaltbar",3,2,2025-11-24 08:34:36.569,907.487999916077
"672dc833e51f3daa46245836","Diagnostic","male",35,"Zukunft",NA,"Neue Rangehensweise",4,2,2025-11-24 08:35:31.798,962.717000007629
"672dc833e51f3daa46245836","Diagnostic","male",35,"Zukunft",NA,"Wirtschaftlich",5,2,2025-11-24 08:36:01.201,992.119999885559
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Diagnostic","3","Sicherheit",1,1,2025-11-24 08:20:05.909,0
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Diagnostic","2","Ungewissheit",2,1,2025-11-24 08:20:14.747,8.83800005912781
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Diagnostic","7","Fortschritt",3,1,2025-11-24 08:20:23.171,17.2620000839233
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Diagnostic","5","Präzision",4,1,2025-11-24 08:20:40.757,34.8480000495911
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Diagnostic","6","Zeit",5,1,2025-11-24 08:20:49.588,43.6790001392365
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Sicherheit",NA,"Datenmissbrauch",1,2,2025-11-24 08:21:34.519,88.6100001335144
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Sicherheit",NA,"Niedrige Fehlerquote",2,2,2025-11-24 08:22:02.04,116.131000041962
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Sicherheit",NA,"Schutz",3,2,2025-11-24 08:22:38.436,152.527000188828
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Sicherheit",NA,"Gewissheit",4,2,2025-11-24 08:23:14.556,188.647000074387
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Sicherheit",NA,"Gesundheit",5,2,2025-11-24 08:24:40.082,274.173000097275
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Ungewissheit",NA,"Datenmissbrauch",1,2,2025-11-24 08:25:44.838,338.929000139236
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Ungewissheit",NA,"Neue unbekannte Technologie",2,2,2025-11-24 08:27:00.426,414.517000198364
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Ungewissheit",NA,"erfordert Kenntnisse",3,2,2025-11-24 08:27:25.607,439.698000192642
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Ungewissheit",NA,"KI differenziert schwach",4,2,2025-11-24 08:28:11.815,485.906000137329
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Ungewissheit",NA,"Qualifikation Beaufsichtigter",5,2,2025-11-24 08:28:59.765,533.856000185013
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Fortschritt",NA,"schnell",1,2,2025-11-24 08:29:09.88,543.97100019455
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Fortschritt",NA,"einfach",2,2,2025-11-24 08:29:19.483,553.574000120163
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Fortschritt",NA,"Zukunftsorientiert",3,2,2025-11-24 08:29:27.773,561.864000082016
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Fortschritt",NA,"Bearbeitung",4,2,2025-11-24 08:30:45.949,640.039999961853
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Fortschritt",NA,"Tragweite",5,2,2025-11-24 08:30:51.103,645.194000005722
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Präzision",NA,"Diagnostik zielführend",1,2,2025-11-24 08:31:09.897,663.988000154495
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Präzision",NA,"mehrere Therapieansätze",2,2,2025-11-24 08:31:21.606,675.697000026703
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Präzision",NA,"größeres Netzwerk",3,2,2025-11-24 08:31:33.471,687.56200003624
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Präzision",NA,"Datenbank",4,2,2025-11-24 08:31:38.592,692.683000087738
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Präzision",NA,"Schwarmintelligenz",5,2,2025-11-24 08:31:46.737,700.828000068665
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Zeit",NA,"schnell",1,2,2025-11-24 08:31:53.734,707.825000047684
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Zeit",NA,"effizient",2,2,2025-11-24 08:32:01.126,715.217000007629
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Zeit",NA,"effektiv",3,2,2025-11-24 08:32:06.134,720.225000143051
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Zeit",NA,"hilfreich",4,2,2025-11-24 08:32:11.834,725.925000190735
"6914c9e01b887fa4600f70a6","Diagnostic","male",20,"Zeit",NA,"24/7 remote",5,2,2025-11-24 08:32:20.911,735.00200009346
"637f7d52d1a517e820233f7a","AutonomousWeapons","male",33,"AutonomousWeapons","2","Böse",1,1,2025-11-24 08:19:54.756,0
"637f7d52d1a517e820233f7a","AutonomousWeapons","male",33,"AutonomousWeapons","6","Computer",2,1,2025-11-24 08:19:59.214,4.45799994468689
"637f7d52d1a517e820233f7a","AutonomousWeapons","male",33,"AutonomousWeapons","1","Krieg",3,1,2025-11-24 08:20:01.699,6.94299983978271
"637f7d52d1a517e820233f7a","AutonomousWeapons","male",33,"AutonomousWeapons","5","Internet",4,1,2025-11-24 08:20:18.929,24.1729998588562
"637f7d52d1a517e820233f7a","AutonomousWeapons","male",33,"AutonomousWeapons","3","Bundeswehr",5,1,2025-11-24 08:20:37.137,42.3810000419617
"637f7d52d1a517e820233f7a","AutonomousWeapons","male",33,"Böse",NA,"Krieg",1,2,2025-11-24 08:21:29.171,94.414999961853
"637f7d52d1a517e820233f7a","AutonomousWeapons","male",33,"Böse",NA,"Tod",2,2,2025-11-24 08:21:38.712,103.955999851227
