json_file,window_index,window_text,sentiment_label,sentiment_score
58a1fe40ea3d11000170d9b9_audio_missing_utopia_1780400221117_transcript,0,"So for me, I think the ideal utopian society would",neutral,0.7141880989074707
58a1fe40ea3d11000170d9b9_audio_missing_utopia_1780400221117_transcript,1,be a mix between science and morality. I think morals,neutral,0.8342965841293335
58a1fe40ea3d11000170d9b9_audio_missing_utopia_1780400221117_transcript,2,should be the driving force behind how people live their,neutral,0.7580907344818115
58a1fe40ea3d11000170d9b9_audio_missing_utopia_1780400221117_transcript,3,lives every day. And that should just be how society,negative,0.7458330988883972
58a1fe40ea3d11000170d9b9_audio_missing_utopia_1780400221117_transcript,4,operates. it should be common knowledge and i think to,neutral,0.8600623607635498
58a1fe40ea3d11000170d9b9_audio_missing_utopia_1780400221117_transcript,5,go hand in hand with that people should also be,neutral,0.7464661598205566
58a1fe40ea3d11000170d9b9_audio_missing_utopia_1780400221117_transcript,6,willing and eager to advance science so that we are,positive,0.7975482940673828
58a1fe40ea3d11000170d9b9_audio_missing_utopia_1780400221117_transcript,7,advancing health care government restriction maybe and also environmental protections,neutral,0.9014149308204651
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,0,"For me, I think a utopia based on science and",neutral,0.6113749146461487
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,1,innovation is one that's going to further society the most.,positive,0.8442844748497009
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,2,And so this one stood out to me the most,positive,0.825603723526001
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,3,"as the most beneficial utopia. I think the green utopia,",positive,0.9282465577125549
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,4,"modern green utopia, is also very beneficial, but maybe not",positive,0.5007107257843018
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,5,"as realistic as the futurist utopia. Next, number three, is",neutral,0.6896002292633057
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,6,my moral commonwealth. and I think if people lived up,neutral,0.759589672088623
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,7,"to morals, it would be a great world. It's just",positive,0.8695384860038757
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,8,not very realistic. Number four was the institutional utopia. I,neutral,0.5147306323051453
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,9,"do think rules and laws are important, but sometimes we",neutral,0.7405446767807007
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,10,need a human touch and not to be focused on,neutral,0.6222559213638306
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,11,right and wrong. Number five is an AI-centered utopia. I,neutral,0.6386180520057678
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,12,do think that this is not a good idea. because,negative,0.8657640814781189
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,13,"like I just said, we need that human touch, but",neutral,0.679458498954773
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,14,it could be beneficial in the way that it helps,positive,0.8135906457901001
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,15,us avoid biases and make everything more fair for everyone,neutral,0.558479368686676
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,16,"else. Primitivist utopia, low tech and small scale is next",neutral,0.7237734198570251
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,17,to last for me because I think technology and innovation,positive,0.6606206893920898
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,18,"are what drive an ideal society. And for me, number",neutral,0.5500130653381348
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,19,"seven, a religious utopia is the worst utopia listed, because",negative,0.9223942160606384
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,20,I don't think everyone should be forced to adhere to,neutral,0.4921870231628418
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,21,one specific religion and all be the same. That takes,neutral,0.6202641725540161
59a07638bfd73c00010ea394_audio_missing_utopia_1780152365703_transcript,0,I don't really have any complaints with the choices that,neutral,0.6967774033546448
59a07638bfd73c00010ea394_audio_missing_utopia_1780152365703_transcript,1,were present. I'd say some of them could have been,neutral,0.7864034175872803
59a07638bfd73c00010ea394_audio_missing_utopia_1780152365703_transcript,2,a bit more detailed in what they were trying to,neutral,0.7562608122825623
59a07638bfd73c00010ea394_audio_missing_utopia_1780152365703_transcript,3,"provide. Anything I can think of, I think, has already",neutral,0.8057901859283447
59a07638bfd73c00010ea394_audio_missing_utopia_1780152365703_transcript,4,"been touched upon, but not in the entirety that I",neutral,0.783241331577301
59a07638bfd73c00010ea394_audio_missing_utopia_1780152365703_transcript,5,"think of. For example, the green utopia. In concept, it's",neutral,0.6638718843460083
59a07638bfd73c00010ea394_audio_missing_utopia_1780152365703_transcript,6,"pretty good, but there has to be a bunch of",positive,0.8542995452880859
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,0,"Well, I think science and innovation top all, and that's",positive,0.7768856883049011
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,1,why I have it as my number one choice. Under,neutral,0.5960823893547058
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,2,"that, having sustainability in the form of green energy in",positive,0.5611832737922668
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,3,"conjunction with nature, with bits of modernality, makes that modern",neutral,0.8480260372161865
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,4,green utopia a good secondary choice. um the third one,positive,0.8238304853439331
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,5,is basically the world we already live in so i,neutral,0.6630666255950928
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,6,went ahead and i selected that one mainly because i,neutral,0.6406221389770508
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,7,compared it to the others and it just ruled above,neutral,0.8172312378883362
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,8,those um the moral commonwealth i didn't really like all,negative,0.8504055738449097
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,9,too much just because governed by morality uh that that's,negative,0.6459629535675049
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,10,not going to work really too well because someone can,negative,0.7705821394920349
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,11,take control of the world basically in that scenario The,neutral,0.754359781742096
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,12,"Primitial Bliss, it was just the better option than the",positive,0.5820831060409546
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,13,two below that one. AI is really too black and,negative,0.7981964349746704
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,14,white and is prone to error. So that would just,negative,0.6440423727035522
